"RECORD","I0A_DPTO","I0B_MPIO","I0C_CLASE","I0B1_LOCALIDAD","I0D_SECT_R","I0D_SEC_R","I0D_CPOB","I0D_SECT_U","I0D_SEC_U","I0D_MZA","SEC_AGAD","I0F_EDIFIC","I0G_UCENSAL","P0H_USO_UCENSAL","P0D1_TIP_AGRUP","P0E1_TIP_TERRI","P0A_NRO_HOGAR","PC08B1_NRO_PERS","P25B_SEXO","PC09B_EDADQ","P27B_PARENTESCO","P28B1_LUG_NAC","P29B1_RES_MAMA","P30B1_VIVIA_5ANOS","P32B1_CAMBIO_5ANOS","P32B2_ANO_ULT","P32B3_LUG_ULT","P32B8_CAUSA_ULT","P33B1_ETNIA","P34B_HABLA_LENG","P35B1_AYUNO","P35B2_DIAS_AYUNO","P39B_LIMITACION","P41B1_ALFABETA","P42B1_ASISTENCIA","P42B2_TIP_ESTAB","P44B1_TIP_ESTUD","P47B_OCUPACION","P53B_EST_CIVIL","P55B1_HNV","P55B2_THNV","P55B3_HNVH","P55B4_HNVM","P56B1_THSV","P56B2_HSVH","P56B3_HSVM","P56B4_NO_SABE","P57B1_ANO_UHNV","P57B2_MES_UHNV","NRO_UPZ_P","LLAVE_VIVPH_N","LLAVE_HOGPH_N","LLAVE_PERH_N"
4,5,1,1,8,0,0,0,9067,2,6,10011173,89,1,1,NA,NA,1,3,1,4,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173008900012,1.00111730089e+18,1.00111730089e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,89,1,1,NA,NA,1,4,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173008900012,1.00111730089e+18,1.00111730089e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,90,1,1,NA,NA,1,1,1,8,1,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011173009e+16,1.0011173009e+18,1.0011173009e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,90,1,1,NA,NA,1,2,2,7,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,4,6,6,1,1,0,1,1,0,1,1,6,2,NA,1.0011173009e+16,1.0011173009e+18,1.0011173009e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,90,1,1,NA,NA,1,3,2,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,6,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.0011173009e+16,1.0011173009e+18,1.0011173009e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,91,1,1,NA,NA,1,1,1,6,1,2,1,2,1,2005,1,1,6,NA,2,0,2,1,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009100012,1.00111730091e+18,1.00111730091e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,91,1,1,NA,NA,1,2,2,4,2,1,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,2,6,1,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10011173009100012,1.00111730091e+18,1.00111730091e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,91,1,1,NA,NA,1,3,2,1,3,1,1,1,1,2005,1,1,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009100012,1.00111730091e+18,1.00111730091e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,92,1,1,NA,NA,1,1,2,8,1,2,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,3,1,5,1,3,1,2,3,1,2,1,6,8,NA,10011173009200012,1.00111730092e+18,1.00111730092e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,92,1,1,NA,NA,1,2,1,4,3,1,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009200012,1.00111730092e+18,1.00111730092e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,92,1,1,NA,NA,1,3,2,2,3,2,1,2,1,2005,1,7,6,NA,2,0,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009200012,1.00111730092e+18,1.00111730092e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,1,1,NA,NA,1,1,1,9,1,1,1,2,1,2003,1,3,6,NA,2,0,2,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009300012,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,1,1,NA,NA,1,2,2,8,2,1,1,2,1,2003,1,3,6,NA,2,0,2,1,2,NA,2,6,6,1,3,2,1,3,2,1,1,4,9,NA,10011173009300012,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,1,1,NA,NA,1,3,1,4,3,1,1,2,1,2003,1,3,6,NA,2,0,2,1,2,NA,4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009300012,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,1,1,NA,NA,1,4,2,3,3,1,1,2,1,2003,1,3,6,NA,2,0,2,1,1,1,3,9,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10011173009300012,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,1,1,NA,NA,1,5,1,1,3,1,1,1,1,2003,1,3,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009300012,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,93,2,1,NA,NA,1,1,1,7,1,1,1,2,1,2005,1,7,6,NA,2,0,2,1,2,NA,3,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009300020,1.00111730093e+18,1.00111730093e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,94,1,1,NA,NA,1,1,2,10,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,3,4,1,1,1,0,0,0,0,1,6,11,NA,10011173009400012,1.00111730094e+18,1.00111730094e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,94,1,1,NA,NA,1,2,1,4,8,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009400012,1.00111730094e+18,1.00111730094e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,1,1,7,1,2,1,3,1,2004,2,3,6,NA,1,4,2,1,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,2,2,8,2,2,1,3,1,2004,2,3,6,NA,1,4,2,2,2,NA,13,6,1,1,7,4,3,7,4,3,1,1,7,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,3,2,3,3,2,1,2,1,2004,2,3,6,NA,2,0,2,1,2,NA,2,6,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,4,1,2,3,2,1,3,1,2004,2,3,6,NA,2,0,2,2,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,5,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,95,1,1,NA,NA,1,6,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009500012,1.00111730095e+18,1.00111730095e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,96,1,1,NA,NA,1,1,1,6,1,1,1,2,1,2003,1,7,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009600012,1.00111730096e+18,1.00111730096e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,96,1,1,NA,NA,1,2,2,6,2,2,1,2,1,2003,1,7,6,NA,2,0,2,1,2,NA,2,1,1,1,1,0,1,1,0,1,1,6,9,NA,10011173009600012,1.00111730096e+18,1.00111730096e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,96,1,1,NA,NA,1,3,2,2,3,1,1,2,1,2003,1,7,6,NA,2,0,2,1,1,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009600012,1.00111730096e+18,1.00111730096e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,1,1,14,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,2,2,11,2,2,1,2,2,NA,NA,NA,6,NA,2,0,1,1,2,NA,2,1,6,1,2,1,1,2,1,1,1,6,3,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,3,2,7,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,6,1,4,2,2,4,2,2,1,2,10,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,4,2,3,5,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,5,2,2,5,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,6,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,6,10011173,97,1,1,NA,NA,1,7,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011173009700012,1.00111730097e+18,1.00111730097e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,1,1,1,NA,NA,1,1,1,10,1,2,1,2,1,2004,1,6,6,NA,1,2,2,2,2,NA,13,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000100012,1.00111740001e+18,1.00111740001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,1,1,1,NA,NA,1,2,2,10,2,2,1,2,1,2004,1,6,6,NA,1,2,2,1,2,NA,2,6,1,1,3,1,2,1,0,1,1,5,10,NA,10011174000100012,1.00111740001e+18,1.00111740001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,1,1,1,NA,NA,1,3,2,3,10,1,1,2,1,2004,1,6,6,NA,1,2,2,1,1,1,2,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10011174000100012,1.00111740001e+18,1.00111740001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,2,1,1,NA,NA,1,1,1,6,1,1,1,2,1,2004,1,6,6,NA,2,0,2,1,2,NA,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000200012,1.00111740002e+18,1.00111740002e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,2,1,1,NA,NA,1,2,2,6,2,2,1,2,1,2004,1,6,6,NA,2,0,2,1,2,NA,2,9,6,1,1,1,0,1,1,0,1,1,12,NA,10011174000200012,1.00111740002e+18,1.00111740002e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,2,1,1,NA,NA,1,3,1,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000200012,1.00111740002e+18,1.00111740002e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,3,1,1,NA,NA,1,1,1,7,1,2,1,2,1,2004,1,6,6,NA,1,1,2,1,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000300012,1.00111740003e+18,1.00111740003e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,3,1,1,NA,NA,1,2,2,6,2,2,1,2,1,2004,1,6,6,NA,2,0,2,1,2,NA,2,6,1,1,3,1,2,3,1,2,1,2,9,NA,10011174000300012,1.00111740003e+18,1.00111740003e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,3,1,1,NA,NA,1,3,2,1,3,1,1,1,1,2004,1,6,6,NA,1,1,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000300012,1.00111740003e+18,1.00111740003e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,3,1,1,NA,NA,1,4,1,1,3,1,1,1,2,NA,NA,NA,6,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000300012,1.00111740003e+18,1.00111740003e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,3,1,1,NA,NA,1,5,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000300012,1.00111740003e+18,1.00111740003e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,4,1,1,NA,NA,1,1,1,7,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000400012,1.00111740004e+18,1.00111740004e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,4,1,1,NA,NA,1,2,2,6,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,5,1,1,3,1,2,3,1,2,1,5,11,NA,10011174000400012,1.00111740004e+18,1.00111740004e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,4,1,1,NA,NA,1,3,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000400012,1.00111740004e+18,1.00111740004e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,4,1,1,NA,NA,1,4,2,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000400012,1.00111740004e+18,1.00111740004e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,4,1,1,NA,NA,1,5,2,1,3,1,1,1,2,NA,NA,NA,6,NA,2,0,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000400012,1.00111740004e+18,1.00111740004e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,1,2,10,1,2,1,2,1,2003,1,3,6,NA,1,3,2,1,2,NA,2,6,1,1,6,3,3,6,3,3,1,6,10,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,2,1,9,2,1,1,2,1,2003,1,3,6,NA,2,0,2,1,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,3,1,5,3,1,1,2,1,2003,1,3,6,NA,2,0,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,4,1,5,3,1,1,2,1,2003,1,3,6,NA,1,3,2,1,2,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,5,1,4,3,1,1,2,1,2003,1,3,6,NA,1,3,1,2,2,NA,13,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,6,2,3,3,1,1,2,1,2003,1,3,6,NA,1,3,2,1,2,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,5,1,1,NA,NA,1,7,2,2,3,1,1,2,1,2003,1,3,6,NA,1,3,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000500012,1.00111740005e+18,1.00111740005e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,6,1,1,NA,NA,1,1,1,6,1,2,1,3,1,2005,2,1,6,NA,2,0,2,1,2,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000600012,1.00111740006e+18,1.00111740006e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,6,1,1,NA,NA,1,2,2,5,2,1,1,3,1,2005,2,1,6,NA,2,0,2,1,2,NA,2,6,1,1,2,1,1,2,1,1,1,4,9,NA,10011174000600012,1.00111740006e+18,1.00111740006e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,6,1,1,NA,NA,1,3,2,2,3,2,1,3,1,2005,2,6,6,NA,2,0,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000600012,1.00111740006e+18,1.00111740006e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,6,1,1,NA,NA,1,4,1,1,3,2,1,1,1,2005,2,6,6,NA,2,0,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000600012,1.00111740006e+18,1.00111740006e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,7,1,1,NA,NA,1,1,2,12,1,1,1,2,2,NA,NA,NA,6,NA,1,5,2,2,2,NA,13,6,4,1,6,3,3,2,0,2,1,6,4,NA,10011174000700012,1.00111740007e+18,1.00111740007e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,7,1,1,NA,NA,1,2,1,9,10,1,1,2,1,2004,1,1,6,NA,1,3,1,1,2,NA,2,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000700012,1.00111740007e+18,1.00111740007e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,8,1,1,NA,NA,1,1,2,7,1,1,1,2,2,NA,NA,NA,6,NA,1,5,2,1,2,NA,2,9,5,1,6,2,4,6,2,4,1,6,10,NA,10011174000800012,1.00111740008e+18,1.00111740008e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,8,1,1,NA,NA,1,2,2,3,3,1,1,2,2,NA,NA,NA,6,NA,1,5,2,1,1,1,2,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,10011174000800012,1.00111740008e+18,1.00111740008e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,8,1,1,NA,NA,1,3,2,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000800012,1.00111740008e+18,1.00111740008e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,8,1,1,NA,NA,1,4,2,2,3,1,1,2,2,NA,NA,NA,6,NA,1,5,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000800012,1.00111740008e+18,1.00111740008e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,8,1,1,NA,NA,1,5,1,1,3,1,1,1,2,NA,NA,NA,6,NA,1,5,2,2,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000800012,1.00111740008e+18,1.00111740008e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,9,1,1,NA,NA,1,1,1,15,1,2,1,2,2,NA,NA,NA,6,NA,1,3,1,2,2,NA,13,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174000900012,1.00111740009e+18,1.00111740009e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,9,1,1,NA,NA,1,2,2,14,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,6,1,12,2,10,9,2,7,1,6,3,NA,10011174000900012,1.00111740009e+18,1.00111740009e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,10,1,1,NA,NA,1,1,1,6,1,2,1,2,1,2003,1,1,6,NA,2,0,2,2,2,NA,13,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011174001e+16,1.0011174001e+18,1.0011174001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,10,1,1,NA,NA,1,2,2,6,2,2,1,2,1,2003,1,1,6,NA,2,0,2,2,2,NA,13,1,6,1,1,0,1,1,0,1,1,6,10,NA,1.0011174001e+16,1.0011174001e+18,1.0011174001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,10,1,1,NA,NA,1,3,2,1,3,1,1,1,1,2003,1,6,6,NA,2,0,2,2,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0011174001e+16,1.0011174001e+18,1.0011174001e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,1,1,1,7,1,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,1,2,2,6,2,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,1,1,1,1,0,1,1,0,1,6,5,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,1,3,1,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,1,2,11,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,6,5,1,3,0,3,3,0,3,1,6,5,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,2,2,5,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,3,1,4,1,2,2,0,2,2,0,1,1,1,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,3,2,5,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,5,1,2,1,1,1,0,1,1,3,4,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,4,1,2,5,1,1,2,2,NA,NA,NA,6,NA,2,0,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,5,2,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,11,1,1,NA,NA,2,6,1,1,5,1,1,1,2,NA,NA,NA,6,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001100012,1.00111740011e+18,1.00111740011e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,1,1,10,1,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,2,2,8,2,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,2,NA,2,9,6,1,4,3,1,4,3,1,1,6,12,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,3,1,4,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,4,1,3,3,2,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,5,1,3,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,12,1,1,NA,NA,1,6,2,2,3,1,1,2,2,NA,NA,NA,6,NA,2,0,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001200012,1.00111740012e+18,1.00111740012e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,13,1,1,NA,NA,1,1,1,7,1,2,1,2,1,2003,1,1,6,NA,2,0,2,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10011174001300012,1.00111740013e+18,1.00111740013e+22
4,5,1,1,8,0,0,0,9067,2,7,10011174,13,1,1,NA,NA,1,2,2,6,2,2,1,2,1,2003,1,1,6,NA,2,0,2,1,2,NA,2,1,6,1,2,0,2,2,0,2,1,6,2,NA,10011174001300012,1.00111740013e+18,1.00111740013e+22
